"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1.2","phd","1_des.0","1_des.belief","1_des.conf_1","2_des.0","2_des.belief","2_des.conf_1","3_des.0","3_des.belief","3_des.conf_1","4_des.0","4_des.belief","4_des.conf_1","5_des.0","5_des.belief","5_des.conf_1","6_des.0","6_des.belief","6_des.conf_1","7_des.0","7_des.belief","7_des.conf_1","8_des.0","8_des.belief","8_des.conf_1","9_des.0","9_des.belief","9_des.conf_1","10_des.0","10_des.belief","10_des.conf_1","11_des.0","11_des.belief","11_des.conf_1","12_des.0","12_des.belief","12_des.conf_1","13_des.0","13_des.belief","13_des.conf_1","14_des.0","14_des.belief","14_des.conf_1","15_des.0","15_des.belief","15_des.conf_1","16_des.0","16_des.belief","16_des.conf_1","17_des.0","17_des.belief","17_des.conf_1","18_des.0","18_des.belief","18_des.conf_1","19_des.0","19_des.belief","19_des.conf_1","20_des.0","20_des.belief","20_des.conf_1","21_des.0","21_des.belief","21_des.conf_1","22_des.0","22_des.belief","22_des.conf_1","23_des.0","23_des.belief","23_des.conf_1","24_des.0","24_des.belief","24_des.conf_1","25_des.0","25_des.belief","25_des.conf_1","26_des.0","26_des.belief","26_des.conf_1","27_des.0","27_des.belief","27_des.conf_1","28_des.0","28_des.belief","28_des.conf_1","1_bf.0","1_bf.belief","1_bf.conf_1","2_bf.0","2_bf.belief","2_bf.conf_1","3_bf.0","3_bf.belief","3_bf.conf_1","4_bf.0","4_bf.belief","4_bf.conf_1","5_bf.0","5_bf.belief","5_bf.conf_1","6_bf.0","6_bf.belief","6_bf.conf_1","7_bf.0","7_bf.belief","7_bf.conf_1","8_bf.0","8_bf.belief","8_bf.conf_1","9_bf.0","9_bf.belief","9_bf.conf_1","10_bf.0","10_bf.belief","10_bf.conf_1","11_bf.0","11_bf.belief","11_bf.conf_1","12_bf.0","12_bf.belief","12_bf.conf_1","13_bf.0","13_bf.belief","13_bf.conf_1","14_bf.0","14_bf.belief","14_bf.conf_1","15_bf.0","15_bf.belief","15_bf.conf_1","16_bf.0","16_bf.belief","16_bf.conf_1","17_bf.0","17_bf.belief","17_bf.conf_1","18_bf.0","18_bf.belief","18_bf.conf_1","19_bf.0","19_bf.belief","19_bf.conf_1","20_bf.0","20_bf.belief","20_bf.conf_1","21_bf.0","21_bf.belief","21_bf.conf_1","22_bf.0","22_bf.belief","22_bf.conf_1","23_bf.0","23_bf.belief","23_bf.conf_1","24_bf.0","24_bf.belief","24_bf.conf_1","25_bf.0","25_bf.belief","25_bf.conf_1","26_bf.0","26_bf.belief","26_bf.conf_1","27_bf.0","27_bf.belief","27_bf.conf_1","28_bf.0","28_bf.belief","28_bf.conf_1","psych","knowledge","information","email","Q21","preorder","sequence","TotalScore","MTurkCode","Conditie"
2019-04-02 15:48:12,2019-04-02 16:19:50,0,NA,100,1898,1,2019-04-02 16:19:50,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,2,51,NA,1,77,NA,1,84,NA,1,91,NA,1,73,NA,1,87,NA,1,75,NA,2,50,NA,1,80,NA,1,92,NA,1,56,NA,1,92,NA,2,51,NA,1,100,NA,1,96,NA,1,89,NA,1,54,NA,1,93,NA,1,95,NA,1,90,NA,1,52,NA,2,46,NA,1,67,NA,1,93,NA,1,87,NA,1,94,NA,1,51,NA,2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,"A2CHDWKAYZ3P3E","|3|17|15|18|10|4|9|1|22|27|26|28|23|5|25|16|13|19|12|2|6|20|21|14|24|8|11|7","|Derex2013|Kidd2013|Zaval2014|Shah2012|Karpicke2011|Duncan2012|Critcher2008|Aviezer2012|Morewedge2010|Alter2007|Wilson2014|Fakers2019|Nishi2015|Gervais2012|Sparrow2011|Tversky1978|Risen2008|Zhong2006|Giessner2007|Balafoutas2012|Gneezy2014|Kovac2012|Lee2010|Shafir1993|Pyc2010|Bauer2012|Anderson2012|Hauser2014",11,868324147,1
2019-04-02 15:52:25,2019-04-02 16:29:41,0,NA,100,2235,1,2019-04-02 16:29:42,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,98,NA,1,68,NA,1,95,NA,1,78,NA,2,90,NA,1,98,NA,1,95,NA,2,49,NA,2,62,NA,1,75,NA,1,80,NA,2,50,NA,2,62,NA,2,75,NA,2,88,NA,2,49,NA,2,74,NA,2,51,NA,2,51,NA,2,50,NA,2,50,NA,1,64,NA,2,50,NA,1,50,NA,2,75,NA,1,91,NA,2,61,NA,2,75,2,5,24,NA,"A1DNJ17PE2RYJZ","|28|12|19|3|20|4|27|5|6|25|18|15|14|16|13|24|9|22|1|17|26|7|10|11|21|23|8|2","|Fakers2019|Giessner2007|Zhong2006|Derex2013|Kovac2012|Duncan2012|Alter2007|Gervais2012|Gneezy2014|Sparrow2011|Shah2012|Zaval2014|Shafir1993|Tversky1978|Risen2008|Pyc2010|Critcher2008|Morewedge2010|Aviezer2012|Kidd2013|Wilson2014|Hauser2014|Karpicke2011|Anderson2012|Lee2010|Nishi2015|Bauer2012|Balafoutas2012",23,540997853,2
2019-04-02 16:04:18,2019-04-02 16:35:59,0,NA,100,1900,1,2019-04-02 16:35:59,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,93,NA,1,80,NA,1,85,NA,1,76,NA,1,35,NA,1,73,NA,1,88,NA,1,76,NA,1,53,NA,1,79,NA,1,93,NA,1,85,NA,2,68,NA,2,32,NA,1,73,NA,1,51,NA,1,50,NA,2,75,NA,1,69,NA,2,96,NA,2,35,NA,2,14,NA,1,63,NA,2,92,1,2,0,NA,1,100,NA,2,76,NA,2,75,2,5,2,NA,"A36SM7QM8OK3H6","|3|1|21|6|20|18|10|24|26|13|12|11|9|8|23|14|17|2|5|15|7|27|28|22|16|19|4|25","|Derex2013|Aviezer2012|Lee2010|Gneezy2014|Kovac2012|Shah2012|Karpicke2011|Pyc2010|Wilson2014|Risen2008|Giessner2007|Anderson2012|Critcher2008|Bauer2012|Nishi2015|Shafir1993|Kidd2013|Balafoutas2012|Gervais2012|Zaval2014|Hauser2014|Alter2007|Fakers2019|Morewedge2010|Tversky1978|Zhong2006|Duncan2012|Sparrow2011",16,913390800,2
2019-04-02 15:49:06,2019-04-02 16:39:18,0,NA,100,3012,1,2019-04-02 16:39:19,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,69,NA,2,71,NA,1,71,NA,1,76,NA,1,65,NA,1,83,NA,1,54,NA,2,79,NA,2,84,NA,2,68,NA,1,89,NA,2,51,NA,1,77,NA,2,90,NA,2,62,NA,1,71,NA,1,71,NA,2,66,NA,1,69,NA,2,76,NA,2,69,NA,2,77,NA,1,61,NA,1,66,NA,1,58,NA,2,75,NA,2,79,NA,2,75,1,5,24,NA,"AA4KKLIU4C3NY","|17|8|6|11|2|24|12|28|22|7|10|14|18|27|9|19|21|25|13|4|15|3|23|26|16|1|20|5","|Kidd2013|Bauer2012|Gneezy2014|Anderson2012|Balafoutas2012|Pyc2010|Giessner2007|Fakers2019|Morewedge2010|Hauser2014|Karpicke2011|Shafir1993|Shah2012|Alter2007|Critcher2008|Zhong2006|Lee2010|Sparrow2011|Risen2008|Duncan2012|Zaval2014|Derex2013|Nishi2015|Wilson2014|Tversky1978|Aviezer2012|Kovac2012|Gervais2012",16,750512461,2
2019-04-02 16:46:48,2019-04-02 16:47:02,0,NA,100,13,1,2019-04-02 16:47:02,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,747464796,NA
2019-04-02 16:19:58,2019-04-02 16:51:27,0,NA,100,1889,1,2019-04-02 16:51:27,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,92,NA,1,77,NA,1,93,NA,2,34,NA,2,77,NA,1,74,NA,2,29,NA,1,65,NA,1,33,NA,2,48,NA,2,30,NA,2,74,NA,1,52,NA,2,50,NA,1,79,NA,1,74,NA,2,64,NA,2,53,NA,1,50,NA,1,78,NA,2,52,NA,1,79,NA,1,34,NA,2,72,NA,1,74,NA,1,70,NA,2,69,NA,2,75,1,5,3,NA,"A30KYQGABO7JER","|10|26|3|22|27|24|13|6|5|23|16|28|1|19|4|21|17|9|15|14|7|25|8|20|12|18|11|2","|Karpicke2011|Wilson2014|Derex2013|Morewedge2010|Alter2007|Pyc2010|Risen2008|Gneezy2014|Gervais2012|Nishi2015|Tversky1978|Fakers2019|Aviezer2012|Zhong2006|Duncan2012|Lee2010|Kidd2013|Critcher2008|Zaval2014|Shafir1993|Hauser2014|Sparrow2011|Bauer2012|Kovac2012|Giessner2007|Shah2012|Anderson2012|Balafoutas2012",19,375253432,2
2019-04-02 16:49:33,2019-04-02 16:54:03,0,NA,100,270,1,2019-04-02 16:54:03,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,90,NA,1,48,NA,1,50,NA,1,65,NA,2,24,NA,1,67,NA,1,50,NA,1,71,NA,2,61,1,1,23,NA,1,77,NA,1,56,NA,1,55,NA,1,49,NA,2,35,NA,2,57,NA,2,71,NA,1,65,NA,1,42,1,2,35,NA,1,53,NA,1,63,NA,2,60,NA,1,63,NA,1,66,NA,1,100,NA,1,49,NA,1,79,2,5,3,NA,"A2U5DWGXEAIWYE","|4|23|28|19|1|27|26|5|7|16|22|3|12|15|8|21|11|17|2|25|20|24|18|10|13|6|14|9","|Duncan2012|Nishi2015|Fakers2019|Zhong2006|Aviezer2012|Alter2007|Wilson2014|Gervais2012|Hauser2014|Tversky1978|Morewedge2010|Derex2013|Giessner2007|Zaval2014|Bauer2012|Lee2010|Anderson2012|Kidd2013|Balafoutas2012|Sparrow2011|Kovac2012|Pyc2010|Shah2012|Karpicke2011|Risen2008|Gneezy2014|Shafir1993|Critcher2008",16,562209950,2
2019-04-02 16:47:16,2019-04-02 16:55:33,0,NA,100,497,1,2019-04-02 16:55:34,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,1,1,86,1,1,94,1,1,73,1,1,75,1,1,88,1,1,81,1,1,85,1,1,88,1,1,92,1,1,83,1,1,83,1,1,80,1,1,62,1,1,77,1,1,66,1,1,76,1,1,78,1,1,65,1,1,63,1,1,87,1,1,81,1,1,77,1,1,87,1,1,78,1,1,91,1,1,68,1,1,74,1,1,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,"AC3FS0KTND0SC","|12|19|26|28|25|2|8|5|23|14|18|13|22|27|20|17|15|7|21|9|1|16|4|3|10|11|24|6","|Giessner2007|Zhong2006|Wilson2014|Fakers2019|Sparrow2011|Balafoutas2012|Bauer2012|Gervais2012|Nishi2015|Shafir1993|Shah2012|Risen2008|Morewedge2010|Alter2007|Kovac2012|Kidd2013|Zaval2014|Hauser2014|Lee2010|Critcher2008|Aviezer2012|Tversky1978|Duncan2012|Derex2013|Karpicke2011|Anderson2012|Pyc2010|Gneezy2014",14,623161671,1
2019-04-02 18:22:18,2019-04-02 18:22:29,0,NA,100,11,1,2019-04-02 18:22:30,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,97849051,NA
2019-04-02 18:22:42,2019-04-02 18:31:07,0,NA,100,504,1,2019-04-02 18:31:07,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,NA,1,66,NA,1,96,NA,1,75,NA,2,90,NA,1,97,NA,1,99,NA,1,96,NA,2,98,NA,1,90,NA,1,89,NA,2,84,NA,2,79,NA,2,15,NA,2,94,NA,2,50,NA,1,55,NA,2,95,NA,1,47,NA,2,73,NA,1,61,NA,1,51,NA,2,50,NA,2,66,NA,1,86,NA,1,99,NA,2,66,NA,2,75,1,5,3,NA,"A39VDI1CVOMMIN","|10|4|23|27|25|3|16|15|14|5|21|6|22|26|19|20|2|13|7|17|12|24|8|11|18|1|9|28","|Karpicke2011|Duncan2012|Nishi2015|Alter2007|Sparrow2011|Derex2013|Tversky1978|Zaval2014|Shafir1993|Gervais2012|Lee2010|Gneezy2014|Morewedge2010|Wilson2014|Zhong2006|Kovac2012|Balafoutas2012|Risen2008|Hauser2014|Kidd2013|Giessner2007|Pyc2010|Bauer2012|Anderson2012|Shah2012|Aviezer2012|Critcher2008|Fakers2019",19,412637893,2
2019-04-02 18:23:29,2019-04-02 18:32:49,0,NA,100,559,1,2019-04-02 18:32:49,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,1,80,NA,1,23,NA,1,34,NA,1,33,NA,2,55,NA,1,96,NA,1,57,NA,2,41,NA,2,38,NA,1,92,NA,1,58,NA,1,36,NA,2,11,NA,2,10,NA,2,12,NA,2,36,NA,2,71,NA,1,100,NA,2,70,NA,1,96,NA,2,77,NA,2,57,NA,2,5,NA,1,56,NA,2,13,NA,1,62,NA,1,10,NA,2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,"A27MJOV91GA8R3","|12|20|24|1|5|2|6|19|16|9|28|26|3|15|14|11|13|17|21|8|10|27|22|23|18|4|7|25","|Giessner2007|Kovac2012|Pyc2010|Aviezer2012|Gervais2012|Balafoutas2012|Gneezy2014|Zhong2006|Tversky1978|Critcher2008|Fakers2019|Wilson2014|Derex2013|Zaval2014|Shafir1993|Anderson2012|Risen2008|Kidd2013|Lee2010|Bauer2012|Karpicke2011|Alter2007|Morewedge2010|Nishi2015|Shah2012|Duncan2012|Hauser2014|Sparrow2011",20,103001957,1
2019-04-02 18:26:33,2019-04-02 18:33:19,0,NA,100,406,1,2019-04-02 18:33:19,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,1,73,NA,1,54,NA,1,77,NA,2,34,NA,2,31,NA,2,52,NA,1,51,NA,1,54,NA,2,32,NA,1,36,NA,2,31,NA,1,73,NA,1,52,NA,2,25,NA,1,55,NA,1,52,NA,1,83,NA,2,27,NA,1,54,NA,2,28,NA,1,53,NA,1,76,NA,1,79,NA,1,52,NA,2,34,NA,1,99,NA,2,36,NA,2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,"A17D6BK59S31BM","|6|3|7|22|27|28|12|25|4|24|17|5|15|23|13|11|2|20|1|21|14|26|8|19|9|10|16|18","|Gneezy2014|Derex2013|Hauser2014|Morewedge2010|Alter2007|Fakers2019|Giessner2007|Sparrow2011|Duncan2012|Pyc2010|Kidd2013|Gervais2012|Zaval2014|Nishi2015|Risen2008|Anderson2012|Balafoutas2012|Kovac2012|Aviezer2012|Lee2010|Shafir1993|Wilson2014|Bauer2012|Zhong2006|Critcher2008|Karpicke2011|Tversky1978|Shah2012",19,770891215,1
2019-04-02 18:30:19,2019-04-02 18:33:46,0,NA,100,206,1,2019-04-02 18:33:46,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,74,NA,1,50,NA,1,49,NA,1,50,NA,1,50,NA,2,49,NA,2,48,NA,1,51,NA,1,49,NA,1,51,NA,2,50,NA,2,52,NA,2,49,NA,1,50,NA,1,51,NA,1,47,NA,1,49,NA,2,49,NA,1,46,NA,2,50,NA,1,46,NA,2,48,NA,2,52,NA,2,46,NA,1,51,NA,1,51,NA,2,51,NA,2,48,2,5,3,NA,"A53WVYONK6B9Q","|12|25|2|6|18|22|3|14|5|11|15|9|17|8|24|7|10|19|28|27|21|23|26|4|20|16|13|1","|Giessner2007|Sparrow2011|Balafoutas2012|Gneezy2014|Shah2012|Morewedge2010|Derex2013|Shafir1993|Gervais2012|Anderson2012|Zaval2014|Critcher2008|Kidd2013|Bauer2012|Pyc2010|Hauser2014|Karpicke2011|Zhong2006|Fakers2019|Alter2007|Lee2010|Nishi2015|Wilson2014|Duncan2012|Kovac2012|Tversky1978|Risen2008|Aviezer2012",12,876647711,2
2019-04-02 18:21:36,2019-04-02 18:34:18,0,NA,100,762,1,2019-04-02 18:34:18,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63,NA,1,73,NA,1,81,NA,1,87,NA,2,69,NA,2,61,NA,2,75,NA,1,48,NA,1,78,NA,2,79,NA,1,77,NA,1,68,NA,1,75,NA,2,67,NA,1,60,NA,1,76,NA,2,79,NA,2,80,NA,2,62,NA,2,87,NA,2,42,NA,1,63,NA,2,61,NA,2,65,NA,1,78,NA,2,76,NA,2,62,NA,2,75,2,5,3,NA,"AJXUWIDZ3HTC6","|4|10|2|8|24|6|7|25|28|19|17|3|12|13|20|21|1|27|5|15|22|23|11|16|9|26|18|14","|Duncan2012|Karpicke2011|Balafoutas2012|Bauer2012|Pyc2010|Gneezy2014|Hauser2014|Sparrow2011|Fakers2019|Zhong2006|Kidd2013|Derex2013|Giessner2007|Risen2008|Kovac2012|Lee2010|Aviezer2012|Alter2007|Gervais2012|Zaval2014|Morewedge2010|Nishi2015|Anderson2012|Tversky1978|Critcher2008|Wilson2014|Shah2012|Shafir1993",15,114614336,2
2019-04-02 18:29:43,2019-04-02 18:34:53,0,NA,100,309,1,2019-04-02 18:34:53,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,1,72,NA,1,64,NA,1,78,NA,1,80,NA,2,79,NA,2,64,NA,1,77,NA,1,79,NA,1,76,NA,1,88,NA,1,80,NA,1,77,NA,2,75,NA,1,78,NA,1,74,NA,1,79,NA,1,51,NA,2,73,NA,1,82,NA,1,68,NA,1,76,NA,2,83,NA,1,77,NA,2,68,NA,2,81,NA,2,73,NA,1,80,NA,2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,"A3O5EU9QQV2OS1","|16|14|12|26|20|23|13|6|11|2|5|27|7|22|8|15|28|21|19|25|4|9|3|1|10|24|18|17","|Tversky1978|Shafir1993|Giessner2007|Wilson2014|Kovac2012|Nishi2015|Risen2008|Gneezy2014|Anderson2012|Balafoutas2012|Gervais2012|Alter2007|Hauser2014|Morewedge2010|Bauer2012|Zaval2014|Fakers2019|Lee2010|Zhong2006|Sparrow2011|Duncan2012|Critcher2008|Derex2013|Aviezer2012|Karpicke2011|Pyc2010|Shah2012|Kidd2013",13,891704209,1
