"id","study","condition","confidence.rating","replication.belief","replication.outcomes","replication.effectsizes","brier.score"
2,21,"DescriptionPlusStatistics",0.40000001,0,1,0.5935989,0.250595238285714
3,1,"DescriptionOnly",0.60000002,1,0,0.062703826,0.233214286380953
3,2,"DescriptionOnly",0.69999999,1,1,0.82887018,0.233214286380953
3,3,"DescriptionOnly",0.60000002,1,1,0.14641742,0.233214286380953
3,4,"DescriptionOnly",0.69999999,1,1,0.36050302,0.233214286380953
3,5,"DescriptionOnly",0.80000001,1,1,0.43645984,0.233214286380953
3,6,"DescriptionOnly",0.69999999,1,0,-0.035470117,0.233214286380953
3,7,"DescriptionOnly",0.60000002,1,1,0.18233825,0.233214286380953
3,8,"DescriptionOnly",0.69999999,1,1,0.83205014,0.233214286380953
3,9,"DescriptionOnly",0.5,0,1,0.34381703,0.233214286380953
3,10,"DescriptionOnly",0.80000001,1,1,0.38413259,0.233214286380953
3,11,"DescriptionOnly",0.69999999,1,0,-0.027254447,0.233214286380953
3,12,"DescriptionOnly",0.64999998,1,1,0.58620399,0.233214286380953
3,13,"DescriptionOnly",0.80000001,1,0,-0.046322692,0.233214286380953
3,14,"DescriptionOnly",0.80000001,1,1,0.3546918,0.233214286380953
3,15,"DescriptionOnly",0.80000001,1,1,0.11604169,0.233214286380953
3,16,"DescriptionOnly",0.64999998,1,1,0.14973016,0.233214286380953
3,17,"DescriptionOnly",0.69999999,1,0,-0.09818399,0.233214286380953
3,18,"DescriptionOnly",0.64999998,1,0,0.025786534,0.233214286380953
3,19,"DescriptionOnly",0.60000002,1,0,-0.01500574,0.233214286380953
3,20,"DescriptionOnly",0.60000002,1,0,0.049590591,0.233214286380953
3,21,"DescriptionOnly",0.80000001,1,1,0.5935989,0.233214286380953
4,1,"DescriptionPlusStatistics",0.15000001,0,0,0.062703826,0.399199994840953
4,2,"DescriptionPlusStatistics",0.079999998,0,1,0.82887018,0.399199994840953
4,3,"DescriptionPlusStatistics",0.25,0,1,0.14641742,0.399199994840953
4,4,"DescriptionPlusStatistics",0.1,0,1,0.36050302,0.399199994840953
4,5,"DescriptionPlusStatistics",0.059999999,0,1,0.43645984,0.399199994840953
4,6,"DescriptionPlusStatistics",0.77999997,1,0,-0.035470117,0.399199994840953
4,7,"DescriptionPlusStatistics",0.80000001,1,1,0.18233825,0.399199994840953
4,8,"DescriptionPlusStatistics",0.050000001,0,1,0.83205014,0.399199994840953
4,9,"DescriptionPlusStatistics",0.30000001,0,1,0.34381703,0.399199994840953
4,10,"DescriptionPlusStatistics",0.30000001,0,1,0.38413259,0.399199994840953
4,11,"DescriptionPlusStatistics",0.64999998,1,0,-0.027254447,0.399199994840953
4,12,"DescriptionPlusStatistics",0.44999999,0,1,0.58620399,0.399199994840953
4,13,"DescriptionPlusStatistics",0.34999999,0,0,-0.046322692,0.399199994840953
4,14,"DescriptionPlusStatistics",0.5,0,1,0.3546918,0.399199994840953
4,15,"DescriptionPlusStatistics",0.36000001,0,1,0.11604169,0.399199994840953
4,16,"DescriptionPlusStatistics",0.41999999,0,1,0.14973016,0.399199994840953
4,17,"DescriptionPlusStatistics",0.12,0,0,-0.09818399,0.399199994840953
4,18,"DescriptionPlusStatistics",0.64999998,1,0,0.025786534,0.399199994840953
4,19,"DescriptionPlusStatistics",0.1,0,0,-0.01500574,0.399199994840953
4,20,"DescriptionPlusStatistics",0.12,0,0,0.049590591,0.399199994840953
4,21,"DescriptionPlusStatistics",0.34999999,0,1,0.5935989,0.399199994840953
5,1,"DescriptionOnly",0.1,0,0,0.062703826,0.291242853276191
5,2,"DescriptionOnly",0.40000001,0,1,0.82887018,0.291242853276191
5,3,"DescriptionOnly",0.75999999,1,1,0.14641742,0.291242853276191
5,4,"DescriptionOnly",0.80000001,1,1,0.36050302,0.291242853276191
5,5,"DescriptionOnly",0.55000001,1,1,0.43645984,0.291242853276191
5,6,"DescriptionOnly",0.57999998,1,0,-0.035470117,0.291242853276191
5,7,"DescriptionOnly",0.88999999,1,1,0.18233825,0.291242853276191
5,8,"DescriptionOnly",0.89999998,1,1,0.83205014,0.291242853276191
5,9,"DescriptionOnly",0.55000001,1,1,0.34381703,0.291242853276191
5,10,"DescriptionOnly",0.1,0,1,0.38413259,0.291242853276191
5,11,"DescriptionOnly",0.89999998,1,0,-0.027254447,0.291242853276191
5,12,"DescriptionOnly",0.60000002,1,1,0.58620399,0.291242853276191
5,13,"DescriptionOnly",0.30000001,0,0,-0.046322692,0.291242853276191
5,14,"DescriptionOnly",0.85000002,1,1,0.3546918,0.291242853276191
5,15,"DescriptionOnly",0.94999999,1,1,0.11604169,0.291242853276191
5,16,"DescriptionOnly",0.30000001,0,1,0.14973016,0.291242853276191
5,17,"DescriptionOnly",0.80000001,1,0,-0.09818399,0.291242853276191
5,18,"DescriptionOnly",0.60000002,1,0,0.025786534,0.291242853276191
5,19,"DescriptionOnly",0.69999999,1,0,-0.01500574,0.291242853276191
5,20,"DescriptionOnly",1,1,0,0.049590591,0.291242853276191
5,21,"DescriptionOnly",0.89999998,1,1,0.5935989,0.291242853276191
6,1,"DescriptionPlusStatistics",0.1,0,0,0.062703826,0.166071426047619
6,2,"DescriptionPlusStatistics",0.60000002,1,1,0.82887018,0.166071426047619
6,3,"DescriptionPlusStatistics",0.5,0,1,0.14641742,0.166071426047619
6,4,"DescriptionPlusStatistics",0.5,0,1,0.36050302,0.166071426047619
6,5,"DescriptionPlusStatistics",0.40000001,0,1,0.43645984,0.166071426047619
6,6,"DescriptionPlusStatistics",0.30000001,0,0,-0.035470117,0.166071426047619
6,7,"DescriptionPlusStatistics",0.75,1,1,0.18233825,0.166071426047619
6,8,"DescriptionPlusStatistics",0.89999998,1,1,0.83205014,0.166071426047619
6,9,"DescriptionPlusStatistics",0.60000002,1,1,0.34381703,0.166071426047619
6,10,"DescriptionPlusStatistics",0.80000001,1,1,0.38413259,0.166071426047619
6,11,"DescriptionPlusStatistics",0.25,0,0,-0.027254447,0.166071426047619
6,12,"DescriptionPlusStatistics",0.5,0,1,0.58620399,0.166071426047619
6,13,"DescriptionPlusStatistics",0.34999999,0,0,-0.046322692,0.166071426047619
6,14,"DescriptionPlusStatistics",0.40000001,0,1,0.3546918,0.166071426047619
6,15,"DescriptionPlusStatistics",0.69999999,1,1,0.11604169,0.166071426047619
6,16,"DescriptionPlusStatistics",0.5,0,1,0.14973016,0.166071426047619
6,17,"DescriptionPlusStatistics",0.69999999,1,0,-0.09818399,0.166071426047619
6,18,"DescriptionPlusStatistics",0.30000001,0,0,0.025786534,0.166071426047619
6,19,"DescriptionPlusStatistics",0.2,0,0,-0.01500574,0.166071426047619
6,20,"DescriptionPlusStatistics",0.30000001,0,0,0.049590591,0.166071426047619
6,21,"DescriptionPlusStatistics",0.5,0,1,0.5935989,0.166071426047619
7,1,"DescriptionOnly",0.15000001,0,0,0.062703826,0.223299996457143
7,2,"DescriptionOnly",0.60000002,1,1,0.82887018,0.223299996457143
7,3,"DescriptionOnly",0.2,0,1,0.14641742,0.223299996457143
7,4,"DescriptionOnly",0.80000001,1,1,0.36050302,0.223299996457143
7,5,"DescriptionOnly",0.25,0,1,0.43645984,0.223299996457143
7,6,"DescriptionOnly",0.12,0,0,-0.035470117,0.223299996457143
7,7,"DescriptionOnly",0.40000001,0,1,0.18233825,0.223299996457143
7,8,"DescriptionOnly",0.88,1,1,0.83205014,0.223299996457143
7,9,"DescriptionOnly",0.85000002,1,1,0.34381703,0.223299996457143
7,10,"DescriptionOnly",0.60000002,1,1,0.38413259,0.223299996457143
7,11,"DescriptionOnly",0.16,0,0,-0.027254447,0.223299996457143
7,12,"DescriptionOnly",0.2,0,1,0.58620399,0.223299996457143
7,13,"DescriptionOnly",0.18000001,0,0,-0.046322692,0.223299996457143
7,14,"DescriptionOnly",0.2,0,1,0.3546918,0.223299996457143
7,15,"DescriptionOnly",0.40000001,0,1,0.11604169,0.223299996457143
7,16,"DescriptionOnly",0.15000001,0,1,0.14973016,0.223299996457143
7,17,"DescriptionOnly",0.30000001,0,0,-0.09818399,0.223299996457143
7,18,"DescriptionOnly",0.2,0,0,0.025786534,0.223299996457143
7,19,"DescriptionOnly",0.2,0,0,-0.01500574,0.223299996457143
7,20,"DescriptionOnly",0.25,0,0,0.049590591,0.223299996457143
7,21,"DescriptionOnly",0.80000001,1,1,0.5935989,0.223299996457143
8,1,"DescriptionPlusStatistics",0.1,0,0,0.062703826,0.14761904752381
8,2,"DescriptionPlusStatistics",0.69999999,1,1,0.82887018,0.14761904752381
8,3,"DescriptionPlusStatistics",0.80000001,1,1,0.14641742,0.14761904752381
8,4,"DescriptionPlusStatistics",0.80000001,1,1,0.36050302,0.14761904752381
8,5,"DescriptionPlusStatistics",0.40000001,0,1,0.43645984,0.14761904752381
8,6,"DescriptionPlusStatistics",0.2,0,0,-0.035470117,0.14761904752381
8,7,"DescriptionPlusStatistics",0.89999998,1,1,0.18233825,0.14761904752381
8,8,"DescriptionPlusStatistics",0.89999998,1,1,0.83205014,0.14761904752381
8,9,"DescriptionPlusStatistics",0.80000001,1,1,0.34381703,0.14761904752381
8,10,"DescriptionPlusStatistics",0.80000001,1,1,0.38413259,0.14761904752381
8,11,"DescriptionPlusStatistics",0.5,0,0,-0.027254447,0.14761904752381
8,12,"DescriptionPlusStatistics",0.5,0,1,0.58620399,0.14761904752381
8,13,"DescriptionPlusStatistics",0.2,0,0,-0.046322692,0.14761904752381
8,14,"DescriptionPlusStatistics",0.30000001,0,1,0.3546918,0.14761904752381
8,15,"DescriptionPlusStatistics",0.89999998,1,1,0.11604169,0.14761904752381
8,16,"DescriptionPlusStatistics",0.60000002,1,1,0.14973016,0.14761904752381
8,17,"DescriptionPlusStatistics",0.30000001,0,0,-0.09818399,0.14761904752381
8,18,"DescriptionPlusStatistics",0.5,0,0,0.025786534,0.14761904752381
8,19,"DescriptionPlusStatistics",0.60000002,1,0,-0.01500574,0.14761904752381
8,20,"DescriptionPlusStatistics",0.60000002,1,0,0.049590591,0.14761904752381
8,21,"DescriptionPlusStatistics",0.60000002,1,1,0.5935989,0.14761904752381
9,1,"DescriptionOnly",0.25,0,0,0.062703826,0.166071426666667
9,2,"DescriptionOnly",0.60000002,1,1,0.82887018,0.166071426666667
9,3,"DescriptionOnly",0.69999999,1,1,0.14641742,0.166071426666667
9,4,"DescriptionOnly",0.80000001,1,1,0.36050302,0.166071426666667
9,5,"DescriptionOnly",0.30000001,0,1,0.43645984,0.166071426666667
9,6,"DescriptionOnly",0.30000001,0,0,-0.035470117,0.166071426666667
9,7,"DescriptionOnly",0.89999998,1,1,0.18233825,0.166071426666667
9,8,"DescriptionOnly",0.5,0,1,0.83205014,0.166071426666667
9,9,"DescriptionOnly",0.64999998,1,1,0.34381703,0.166071426666667
9,10,"DescriptionOnly",0.69999999,1,1,0.38413259,0.166071426666667
9,11,"DescriptionOnly",0.5,0,0,-0.027254447,0.166071426666667
9,12,"DescriptionOnly",0.5,0,1,0.58620399,0.166071426666667
9,13,"DescriptionOnly",0.25,0,0,-0.046322692,0.166071426666667
9,14,"DescriptionOnly",0.55000001,1,1,0.3546918,0.166071426666667
9,15,"DescriptionOnly",0.80000001,1,1,0.11604169,0.166071426666667
9,16,"DescriptionOnly",0.55000001,1,1,0.14973016,0.166071426666667
9,17,"DescriptionOnly",0.64999998,1,0,-0.09818399,0.166071426666667
9,18,"DescriptionOnly",0.25,0,0,0.025786534,0.166071426666667
9,19,"DescriptionOnly",0.30000001,0,0,-0.01500574,0.166071426666667
9,20,"DescriptionOnly",0.5,0,0,0.049590591,0.166071426666667
9,21,"DescriptionOnly",0.5,0,1,0.5935989,0.166071426666667
10,1,"DescriptionPlusStatistics",0,0,0,0.062703826,0.484495237084571
10,2,"DescriptionPlusStatistics",0.2,0,1,0.82887018,0.484495237084571
10,3,"DescriptionPlusStatistics",0.1,0,1,0.14641742,0.484495237084571
10,4,"DescriptionPlusStatistics",0.050000001,0,1,0.36050302,0.484495237084571
10,5,"DescriptionPlusStatistics",0.30000001,0,1,0.43645984,0.484495237084571
10,6,"DescriptionPlusStatistics",0.050000001,0,0,-0.035470117,0.484495237084571
10,7,"DescriptionPlusStatistics",0.050000001,0,1,0.18233825,0.484495237084571
10,8,"DescriptionPlusStatistics",0.0099999998,0,1,0.83205014,0.484495237084571
10,9,"DescriptionPlusStatistics",0.2,0,1,0.34381703,0.484495237084571
10,10,"DescriptionPlusStatistics",0.2,0,1,0.38413259,0.484495237084571
10,11,"DescriptionPlusStatistics",0.050000001,0,0,-0.027254447,0.484495237084571
10,12,"DescriptionPlusStatistics",0.029999999,0,1,0.58620399,0.484495237084571
10,13,"DescriptionPlusStatistics",0,0,0,-0.046322692,0.484495237084571
10,14,"DescriptionPlusStatistics",0.30000001,0,1,0.3546918,0.484495237084571
10,15,"DescriptionPlusStatistics",0.2,0,1,0.11604169,0.484495237084571
10,16,"DescriptionPlusStatistics",0.1,0,1,0.14973016,0.484495237084571
10,17,"DescriptionPlusStatistics",0.30000001,0,0,-0.09818399,0.484495237084571
10,18,"DescriptionPlusStatistics",0.5,0,0,0.025786534,0.484495237084571
10,19,"DescriptionPlusStatistics",0,0,0,-0.01500574,0.484495237084571
10,20,"DescriptionPlusStatistics",0.050000001,0,0,0.049590591,0.484495237084571
10,21,"DescriptionPlusStatistics",0.029999999,0,1,0.5935989,0.484495237084571
11,1,"DescriptionOnly",0.25,0,0,0.062703826,0.218099998942857
11,2,"DescriptionOnly",0.89999998,1,1,0.82887018,0.218099998942857
11,3,"DescriptionOnly",0.5,0,1,0.14641742,0.218099998942857
11,4,"DescriptionOnly",0.94999999,1,1,0.36050302,0.218099998942857
11,5,"DescriptionOnly",0.30000001,0,1,0.43645984,0.218099998942857
11,6,"DescriptionOnly",0.1,0,0,-0.035470117,0.218099998942857
11,7,"DescriptionOnly",0.60000002,1,1,0.18233825,0.218099998942857
11,8,"DescriptionOnly",0.99000001,1,1,0.83205014,0.218099998942857
11,9,"DescriptionOnly",0.89999998,1,1,0.34381703,0.218099998942857
11,10,"DescriptionOnly",0.60000002,1,1,0.38413259,0.218099998942857
11,11,"DescriptionOnly",0.2,0,0,-0.027254447,0.218099998942857
11,12,"DescriptionOnly",0.2,0,1,0.58620399,0.218099998942857
11,13,"DescriptionOnly",0.1,0,0,-0.046322692,0.218099998942857
11,14,"DescriptionOnly",0.1,0,1,0.3546918,0.218099998942857
11,15,"DescriptionOnly",0.80000001,1,1,0.11604169,0.218099998942857
11,16,"DescriptionOnly",0.2,0,1,0.14973016,0.218099998942857
11,17,"DescriptionOnly",0.1,0,0,-0.09818399,0.218099998942857
11,18,"DescriptionOnly",0.80000001,1,0,0.025786534,0.218099998942857
11,19,"DescriptionOnly",0.1,0,0,-0.01500574,0.218099998942857
11,20,"DescriptionOnly",0.15000001,0,0,0.049590591,0.218099998942857
11,21,"DescriptionOnly",0.25,0,1,0.5935989,0.218099998942857
12,1,"DescriptionPlusStatistics",0,0,0,0.062703826,0.265238094385714
12,2,"DescriptionPlusStatistics",0.60000002,1,1,0.82887018,0.265238094385714
12,3,"DescriptionPlusStatistics",0.30000001,0,1,0.14641742,0.265238094385714
12,4,"DescriptionPlusStatistics",0.69999999,1,1,0.36050302,0.265238094385714
12,5,"DescriptionPlusStatistics",0.30000001,0,1,0.43645984,0.265238094385714
12,6,"DescriptionPlusStatistics",0.1,0,0,-0.035470117,0.265238094385714
12,7,"DescriptionPlusStatistics",0.2,0,1,0.18233825,0.265238094385714
12,8,"DescriptionPlusStatistics",0.80000001,1,1,0.83205014,0.265238094385714
12,9,"DescriptionPlusStatistics",0.34999999,0,1,0.34381703,0.265238094385714
12,10,"DescriptionPlusStatistics",0.60000002,1,1,0.38413259,0.265238094385714
12,11,"DescriptionPlusStatistics",0.15000001,0,0,-0.027254447,0.265238094385714
12,12,"DescriptionPlusStatistics",0.2,0,1,0.58620399,0.265238094385714
12,13,"DescriptionPlusStatistics",0.050000001,0,0,-0.046322692,0.265238094385714
12,14,"DescriptionPlusStatistics",0.55000001,1,1,0.3546918,0.265238094385714
12,15,"DescriptionPlusStatistics",0.2,0,1,0.11604169,0.265238094385714
12,16,"DescriptionPlusStatistics",0.34999999,0,1,0.14973016,0.265238094385714
12,17,"DescriptionPlusStatistics",0.80000001,1,0,-0.09818399,0.265238094385714
12,18,"DescriptionPlusStatistics",0.25,0,0,0.025786534,0.265238094385714
12,19,"DescriptionPlusStatistics",0.1,0,0,-0.01500574,0.265238094385714
12,20,"DescriptionPlusStatistics",0.34999999,0,0,0.049590591,0.265238094385714
12,21,"DescriptionPlusStatistics",0.44999999,0,1,0.5935989,0.265238094385714
13,1,"DescriptionOnly",0.050000001,0,0,0.062703826,0.180161906352381
13,2,"DescriptionOnly",0.64999998,1,1,0.82887018,0.180161906352381
13,3,"DescriptionOnly",0.40000001,0,1,0.14641742,0.180161906352381
13,4,"DescriptionOnly",0.2,0,1,0.36050302,0.180161906352381
13,5,"DescriptionOnly",0.30000001,0,1,0.43645984,0.180161906352381
13,6,"DescriptionOnly",0.1,0,0,-0.035470117,0.180161906352381
13,7,"DescriptionOnly",0.77999997,1,1,0.18233825,0.180161906352381
13,8,"DescriptionOnly",0.85000002,1,1,0.83205014,0.180161906352381
13,9,"DescriptionOnly",0.69999999,1,1,0.34381703,0.180161906352381
13,10,"DescriptionOnly",0.5,0,1,0.38413259,0.180161906352381
13,11,"DescriptionOnly",0.5,0,0,-0.027254447,0.180161906352381
13,12,"DescriptionOnly",0.5,0,1,0.58620399,0.180161906352381
13,13,"DescriptionOnly",0.1,0,0,-0.046322692,0.180161906352381
13,14,"DescriptionOnly",0.64999998,1,1,0.3546918,0.180161906352381
13,15,"DescriptionOnly",0.60000002,1,1,0.11604169,0.180161906352381
13,16,"DescriptionOnly",0.5,0,1,0.14973016,0.180161906352381
13,17,"DescriptionOnly",0.050000001,0,0,-0.09818399,0.180161906352381
13,18,"DescriptionOnly",0.40000001,0,0,0.025786534,0.180161906352381
13,19,"DescriptionOnly",0.60000002,1,0,-0.01500574,0.180161906352381
13,20,"DescriptionOnly",0.40000001,0,0,0.049590591,0.180161906352381
13,21,"DescriptionOnly",0.85000002,1,1,0.5935989,0.180161906352381
14,1,"DescriptionPlusStatistics",0.34999999,0,0,0.062703826,0.21666666712381
14,2,"DescriptionPlusStatistics",0.2,0,1,0.82887018,0.21666666712381
14,3,"DescriptionPlusStatistics",0.89999998,1,1,0.14641742,0.21666666712381
14,4,"DescriptionPlusStatistics",0.80000001,1,1,0.36050302,0.21666666712381
14,5,"DescriptionPlusStatistics",0.5,0,1,0.43645984,0.21666666712381
14,6,"DescriptionPlusStatistics",0.40000001,0,0,-0.035470117,0.21666666712381
14,7,"DescriptionPlusStatistics",0.80000001,1,1,0.18233825,0.21666666712381
14,8,"DescriptionPlusStatistics",0.80000001,1,1,0.83205014,0.21666666712381
14,9,"DescriptionPlusStatistics",0.69999999,1,1,0.34381703,0.21666666712381
14,10,"DescriptionPlusStatistics",0.40000001,0,1,0.38413259,0.21666666712381
14,11,"DescriptionPlusStatistics",0.55000001,1,0,-0.027254447,0.21666666712381
14,12,"DescriptionPlusStatistics",0.33000001,0,1,0.58620399,0.21666666712381
14,13,"DescriptionPlusStatistics",0.1,0,0,-0.046322692,0.21666666712381
14,14,"DescriptionPlusStatistics",0.2,0,1,0.3546918,0.21666666712381
14,15,"DescriptionPlusStatistics",0.89999998,1,1,0.11604169,0.21666666712381
14,16,"DescriptionPlusStatistics",0.44,0,1,0.14973016,0.21666666712381
14,17,"DescriptionPlusStatistics",0.15000001,0,0,-0.09818399,0.21666666712381
14,18,"DescriptionPlusStatistics",0.40000001,0,0,0.025786534,0.21666666712381
14,19,"DescriptionPlusStatistics",0.60000002,1,0,-0.01500574,0.21666666712381
14,20,"DescriptionPlusStatistics",0.2,0,0,0.049590591,0.21666666712381
14,21,"DescriptionPlusStatistics",0.30000001,0,1,0.5935989,0.21666666712381
15,1,"DescriptionOnly",0.1,0,0,0.062703826,0.151666662476191
15,2,"DescriptionOnly",0.80000001,1,1,0.82887018,0.151666662476191
15,3,"DescriptionOnly",0.60000002,1,1,0.14641742,0.151666662476191
15,4,"DescriptionOnly",0.75,1,1,0.36050302,0.151666662476191
15,5,"DescriptionOnly",0.80000001,1,1,0.43645984,0.151666662476191
15,6,"DescriptionOnly",0.2,0,0,-0.035470117,0.151666662476191
15,7,"DescriptionOnly",0.80000001,1,1,0.18233825,0.151666662476191
15,8,"DescriptionOnly",0.85000002,1,1,0.83205014,0.151666662476191
15,9,"DescriptionOnly",0.75,1,1,0.34381703,0.151666662476191
15,10,"DescriptionOnly",0.69999999,1,1,0.38413259,0.151666662476191
15,11,"DescriptionOnly",0.60000002,1,0,-0.027254447,0.151666662476191
15,12,"DescriptionOnly",0.80000001,1,1,0.58620399,0.151666662476191
15,13,"DescriptionOnly",0.2,0,0,-0.046322692,0.151666662476191
15,14,"DescriptionOnly",0.5,0,1,0.3546918,0.151666662476191
15,15,"DescriptionOnly",0.75,1,1,0.11604169,0.151666662476191
15,16,"DescriptionOnly",0.60000002,1,1,0.14973016,0.151666662476191
15,17,"DescriptionOnly",0.64999998,1,0,-0.09818399,0.151666662476191
15,18,"DescriptionOnly",0.5,0,0,0.025786534,0.151666662476191
15,19,"DescriptionOnly",0.5,0,0,-0.01500574,0.151666662476191
15,20,"DescriptionOnly",0.64999998,1,0,0.049590591,0.151666662476191
15,21,"DescriptionOnly",0.40000001,0,1,0.5935989,0.151666662476191
16,1,"DescriptionPlusStatistics",0.050000001,0,0,0.062703826,0.21190476212381
16,2,"DescriptionPlusStatistics",0.69999999,1,1,0.82887018,0.21190476212381
16,3,"DescriptionPlusStatistics",0.75,1,1,0.14641742,0.21190476212381
16,4,"DescriptionPlusStatistics",0.69999999,1,1,0.36050302,0.21190476212381
16,5,"DescriptionPlusStatistics",0.60000002,1,1,0.43645984,0.21190476212381
16,6,"DescriptionPlusStatistics",0.050000001,0,0,-0.035470117,0.21190476212381
16,7,"DescriptionPlusStatistics",0.69999999,1,1,0.18233825,0.21190476212381
16,8,"DescriptionPlusStatistics",0.80000001,1,1,0.83205014,0.21190476212381
16,9,"DescriptionPlusStatistics",0.5,0,1,0.34381703,0.21190476212381
16,10,"DescriptionPlusStatistics",0.75,1,1,0.38413259,0.21190476212381
16,11,"DescriptionPlusStatistics",0.30000001,0,0,-0.027254447,0.21190476212381
16,12,"DescriptionPlusStatistics",0.1,0,1,0.58620399,0.21190476212381
16,13,"DescriptionPlusStatistics",0.050000001,0,0,-0.046322692,0.21190476212381
16,14,"DescriptionPlusStatistics",0.1,0,1,0.3546918,0.21190476212381
16,15,"DescriptionPlusStatistics",0.5,0,1,0.11604169,0.21190476212381
16,16,"DescriptionPlusStatistics",0.1,0,1,0.14973016,0.21190476212381
16,17,"DescriptionPlusStatistics",0.050000001,0,0,-0.09818399,0.21190476212381
16,18,"DescriptionPlusStatistics",0.050000001,0,0,0.025786534,0.21190476212381
16,19,"DescriptionPlusStatistics",0.050000001,0,0,-0.01500574,0.21190476212381
16,20,"DescriptionPlusStatistics",0.1,0,0,0.049590591,0.21190476212381
16,21,"DescriptionPlusStatistics",0.1,0,1,0.5935989,0.21190476212381
17,1,"DescriptionOnly",0.02,0,0,0.062703826,0.210852379285714
17,2,"DescriptionOnly",0.30000001,0,1,0.82887018,0.210852379285714
17,3,"DescriptionOnly",0.40000001,0,1,0.14641742,0.210852379285714
17,4,"DescriptionOnly",0.80000001,1,1,0.36050302,0.210852379285714
17,5,"DescriptionOnly",0.85000002,1,1,0.43645984,0.210852379285714
17,6,"DescriptionOnly",0.30000001,0,0,-0.035470117,0.210852379285714
17,7,"DescriptionOnly",0.89999998,1,1,0.18233825,0.210852379285714
17,8,"DescriptionOnly",0.89999998,1,1,0.83205014,0.210852379285714
17,9,"DescriptionOnly",0.60000002,1,1,0.34381703,0.210852379285714
17,10,"DescriptionOnly",0.89999998,1,1,0.38413259,0.210852379285714
17,11,"DescriptionOnly",0.25,0,0,-0.027254447,0.210852379285714
17,12,"DescriptionOnly",0.5,0,1,0.58620399,0.210852379285714
17,13,"DescriptionOnly",0.1,0,0,-0.046322692,0.210852379285714
17,14,"DescriptionOnly",0.89999998,1,1,0.3546918,0.210852379285714
17,15,"DescriptionOnly",0.89999998,1,1,0.11604169,0.210852379285714
17,16,"DescriptionOnly",0.2,0,1,0.14973016,0.210852379285714
17,17,"DescriptionOnly",0.69999999,1,0,-0.09818399,0.210852379285714
